,title,release_date,original_language,genres,budget,revenue,runtime,year
47786,ZZ Top - Live from Texas,2008-06-24,en,Music,100000.0,1000000.0,85.0,2008
47796,The World Before Your Feet,2018-11-21,en,Documentary,0.0,312789.0,95.0,2018
47872,Everybody's Talking About Jamie,2018-07-05,en,Music-Comedy-Family,0.0,1642412.0,143.0,2018
47988,Closet Land,1991-03-06,en,Drama-Thriller,4000000.0,259012.0,94.0,1991
48028,Nutcracker: The Motion Picture,1986-11-26,en,Family-Fantasy-Music,0.0,782000.0,85.0,1986
48090,Invisible Agent,1942-08-07,en,Adventure-Comedy-Romance-Science Fiction-War,322000.0,1040000.0,81.0,1942
48183,Tim,1979-07-13,en,Romance-Drama,600000.0,809000.0,109.0,1979
48210,Crackerjack,2002-07-11,en,Comedy,2600000.0,6500000.0,92.0,2002
48275,Felix the Cat: The Movie,1988-10-01,en,Animation-Family,9000000.0,1964253.0,82.0,1988
48310,El Condor,1970-06-19,en,Drama-Western-Adventure-Action,35000000.0,4500000.0,102.0,1970
48356,Blind Ambition,2022-03-03,en,Documentary,0.0,124375.0,96.0,2022
48479,LUV,2013-01-18,en,Crime-Drama,0.0,134634.0,94.0,2013
48504,AEW Revolution,2022-03-06,en,Action-Drama,0.0,1000000.0,234.0,2022
48547,Salinger,2013-09-06,en,Documentary,2000000.0,650675.0,125.0,2013
48580,3 Strikes,2000-03-01,en,Action-Comedy-Romance,6000000.0,9000000.0,82.0,2000
48594,Abraham Lincoln,1930-08-24,en,History-Drama,0.0,400000.0,96.0,1930
48601,Comes a Horseman,1978-10-25,en,Western-Romance,0.0,9585769.0,118.0,1978
48609,Mr. Jealousy,1998-06-05,en,Comedy-Romance,0.0,301796.0,105.0,1998
48613,"Car 54, Where Are You?",1994-01-28,en,Action-Comedy,10700000.0,1238080.0,89.0,1994
48736,The Golden Bowl,2000-05-14,en,Romance-Drama,15000000.0,5753678.0,130.0,2000
48801,Funny About Love,1990-09-21,en,Comedy-Drama-Romance,0.0,8141292.0,101.0,1990
48860,Let Him Have It,1991-10-04,en,Drama,3735600.0,635064.0,115.0,1991
48895,Freddie as F.R.O.7.,1992-08-14,en,Adventure-Animation-Family-Fantasy,0.0,1119368.0,91.0,1992
48929,Kids for Cash,2014-02-07,en,Crime-Documentary-Drama,0.0,143178.0,102.0,2014
49018,Welcome Danger,1929-10-12,en,Comedy,979828.0,3000000.0,115.0,1929
49073,Defence of the Realm,1986-09-06,en,Action-Thriller,0.0,750000.0,96.0,1986
49113,Shakes the Clown,1991-08-28,en,Comedy-Crime,1400000.0,115103.0,87.0,1991
49115,Downtown,1990-01-12,en,Action-Comedy,0.0,2346150.0,96.0,1990
49176,Xchange,2001-01-19,en,Science Fiction,100000.0,5000000.0,105.0,2001
49201,Let's Do It Again,1975-10-11,en,Comedy-Crime,70000.0,11800000.0,110.0,1975
49395,American Anthem,1986-06-27,en,Romance,0.0,4845724.0,102.0,1986
49402,The Big Town,1987-09-25,en,Drama-Romance,0.0,1733017.0,109.0,1987
49501,Trouble Is My Business,2018-04-03,en,Adventure-Mystery-Romance-Thriller,250000.0,679000.0,116.0,2018
49603,The Invisible Woman,1940-12-28,en,Romance-Science Fiction-Comedy,269062.0,659600.0,72.0,1940
49611,Once I Was a Beehive,2015-08-14,en,Comedy-Drama-Family,0.0,732655.0,119.0,2015
49645,UFC 201: Lawler vs. Woodley,2016-07-30,en,Action,0.0,1070000.0,0.0,2016
49677,San Francisco,1936-06-26,en,Drama-Music-Romance,1300000.0,5273000.0,115.0,1936
49708,Fugitive Pieces,2007-09-06,en,Drama,0.0,843945.0,104.0,2007
49733,Sankofa,1993-05-28,en,Drama,1000000.0,2691899.0,124.0,1993
49797,Personal Services,1987-02-12,en,Comedy,0.0,1744164.0,105.0,1987
49821,Bird of Paradise,1932-08-12,en,Adventure-Drama-Romance,0.0,753000.0,80.0,1932
49874,Aspen Extreme,1993-01-22,en,Adventure,0.0,8041049.0,113.0,1993
50033,The House on Carroll Street,1988-03-04,en,Drama-Thriller,14000000.0,459824.0,101.0,1988
50081,Muhammed Mustafa Özdemir The Way Out,2021-08-11,en,,8765230.0,24300000.0,0.0,2021
50160,UFC 203: Miocic vs. Overeem,2016-09-10,en,Action,0.0,2600000.0,0.0,2016
50165,Getting Straight,1970-05-13,en,Comedy-Drama-Romance,0.0,13300000.0,124.0,1970
50224,G,2002-05-10,en,Drama-Romance,0.0,3020784.0,96.0,2002
50268,Deadly Illusion,1987-10-16,en,Drama-Crime-Mystery-Thriller,0.0,626724.0,87.0,1987
50270,Dr. Cabbie,2014-09-19,en,Comedy,0.0,223003.0,98.0,2014
50311,The Russian Five,2018-04-11,en,Documentary,0.0,485049.0,109.0,2018
50372,True to the Game,2017-09-08,en,Drama,0.0,1231040.0,108.0,2017
50624,Split Decisions,1988-06-11,en,Drama,0.0,695822.0,95.0,1988
50642,Heavy Traffic,1973-08-08,en,Animation-Comedy-Drama,950000.0,1500000.0,76.0,1973
50712,Ah Boys to Men 3: Frogmen,2015-02-19,en,Comedy-Action,2020000.0,5520000.0,148.0,2015
51014,Tapeheads,1988-10-21,en,Comedy-Drama,0.0,343786.0,93.0,1988
51023,The Stone Angel,2007-09-12,en,Drama,0.0,473993.0,116.0,2007
51128,Sordid Lives,2000-05-25,en,Comedy,0.0,1079726.0,111.0,2000
51352,Possessed,1931-11-21,en,Drama-Romance,0.0,1522000.0,76.0,1931
51472,This Changes Everything,2019-06-28,en,Documentary,64988.0,125348.0,97.0,2019
51502,Beyond the Forest,1949-10-21,en,Drama-Thriller,1589000.0,1738000.0,97.0,1949
51504,Hangman's Curse,2003-09-12,en,Horror-Mystery-Thriller,0.0,168406.0,106.0,2003
51583,UFC 273: Volkanovski vs The Korean Zombie,2022-04-09,en,Action,0.0,3550053.0,0.0,2022
51624,Fire,1997-08-22,en,Drama-Romance,0.0,501533.0,108.0,1997
51637,Creators: The Past,2020-10-08,en,Science Fiction-Action-Adventure-Romance-Fantasy-Mystery-Drama,0.0,131473.0,114.0,2020
51694,Ironclad 2: Battle for Blood,2014-03-14,en,Action-Adventure,0.0,115791.0,108.0,2014
51710,"Love, Sex, and Eating the Bones",2003-09-06,en,Comedy-Romance,2500000.0,321000.0,100.0,2003
51712,Death House,2018-02-28,en,Horror-Action-Crime-Thriller-Fantasy,0.0,10615000.0,88.0,2018
51898,Heavy Petting,2007-10-20,en,Comedy-Romance,2800000.0,272371.0,92.0,2007
51901,The Work and the Glory II: American Zion,2005-10-21,en,Drama-Western,6500000.0,2025032.0,100.0,2005
51936,It's a Great Feeling,1949-08-01,en,Comedy-Romance,1452000.0,2713000.0,85.0,1949
51984,The Stone Roses: Made of Stone,2013-05-28,en,Documentary,0.0,729043.0,96.0,2013
52089,Not of This Earth,1957-02-10,en,Horror-Science Fiction,100000.0,1000000.0,67.0,1957
52251,The Browning Version,1994-06-08,en,Drama,0.0,487391.0,97.0,1994
52316,Action in the North Atlantic,1943-06-12,en,War,2231000.0,3460000.0,126.0,1943
52318,A Handful of Dust,1988-06-24,en,Romance-Drama,0.0,1561000.0,118.0,1988
52331,Miles from Home,1988-09-16,en,Crime-Drama-Action,0.0,188964.0,108.0,1988
52451,The Best Two Years,2004-02-20,en,Comedy-Drama,400000.0,1163450.0,112.0,2004
52464,Civil Brand,2003-08-29,en,Crime-Drama-Thriller,500000.0,243347.0,95.0,2003
52500,The Afflicted,2011-10-22,en,Horror-Thriller,180000.0,175742.0,85.0,2011
52576,Alice Adams,1935-08-23,en,Comedy-Drama-Romance,342000.0,770000.0,99.0,1935
52600,Believe,2013-10-04,en,Drama,6000000.0,284000.0,94.0,2013
52627,Impulse,1990-04-06,en,Thriller-Crime,9000000.0,2544504.0,109.0,1990
52698,Breakaway,2011-09-30,en,Comedy,0.0,198033.0,101.0,2011
52803,The Lost World: Jurassic Park,1997-05-23,en,Adventure-Action-Science Fiction,73000000.0,618638999.0,129.0,1997
52875,Mary of Scotland,1936-07-28,en,Drama-History-Romance,864000.0,1276000.0,123.0,1936
52907,Bran Nue Dae,2009-08-09,en,Comedy-Drama-Romance,7000000.0,6812530.0,82.0,2009
52958,Simpatico,1999-09-15,en,Comedy-Drama,10000000.0,929606.0,106.0,1999
53170,Princess Ka'iulani,2010-05-14,en,Drama,9000000.0,771499.0,130.0,2010
53244,Cold Turkey,1971-02-19,en,Comedy,0.0,11000000.0,99.0,1971
53351,Lianna,1983-01-19,en,Drama-Romance,300000.0,1530839.0,113.0,1983
53390,Jefferson in Paris,1995-03-31,en,Drama-Romance-History,14000000.0,2474000.0,139.0,1995
53418,The Wedding Party 2: Destination Dubai,2017-12-15,en,Romance-Comedy,0.0,2000000.0,98.0,2017
53596,House of Bamboo,1955-07-01,en,Crime-Drama,1380000.0,1700000.0,102.0,1955
53693,Kanye West: DONDA Experience Performance 2 22 22,2022-02-22,en,Music,0.0,313582.0,86.0,2022
53720,They Call Me Bruce?,1982-11-10,en,Action-Comedy-Thriller,0.0,16894678.0,85.0,1982
53746,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997-01-24,en,Documentary,0.0,116806.0,90.0,1997
53810,Down in the Delta,1998-12-25,en,Drama,0.0,5672903.0,112.0,1998
53947,Broken Bridges,2006-09-08,en,Drama-Music,0.0,251775.0,105.0,2006
54012,The Minus Man,1999-02-25,en,Drama-Thriller,0.0,370668.0,111.0,1999
54122,Lassiter,1984-02-17,en,Crime-Drama-Thriller-Action,0.0,17500000.0,100.0,1984
54285,Lost Horizon,1973-03-17,en,Adventure-Drama-Fantasy-Music-Romance,5900000.0,3800000.0,147.0,1973
54322,Believe,2016-12-02,en,Drama,3500000.0,890303.0,120.0,2016
54339,Ticket to Vegas,2013-01-24,en,Adventure-Comedy,0.0,6134438.0,92.0,2013
54380,Death of a Salesman,1951-12-20,en,Drama,0.0,1200000.0,115.0,1951
54422,The Vanishing Prairie,1954-08-16,en,Documentary,0.0,1750000.0,71.0,1954
54503,Two Weeks in Another Town,1962-08-17,en,Drama,3959000.0,2500000.0,107.0,1962
54507,Must Be... Love,2013-03-12,en,Comedy-Romance,0.0,10000000.0,100.0,2013
54518,The Pirates of Penzance,1983-02-18,en,Comedy-Music-Romance,0.0,694497.0,112.0,1983
54590,Mr. Wonderful,1993-10-15,en,Comedy-Romance,0.0,3125424.0,98.0,1993
54681,Love Letters,1983-04-01,en,Drama-Romance,550000.0,5269990.0,88.0,1983
54708,Wild Man Blues,1997-01-16,en,Music-Documentary,0.0,425788.0,105.0,1997
54864,Double Trouble,1967-04-05,en,Comedy-Crime-Drama-Music-Romance,0.0,1600000.0,91.0,1967
54912,UFC 269: Oliveira vs. Poirier,2021-12-11,en,Action,0.0,8000000.0,173.0,2021
54963,Saint Ralph,2005-08-05,en,Comedy-Drama,0.0,489389.0,95.0,2005
55060,The Legend of the Lone Ranger,1981-08-20,en,Action-Adventure-Romance-Western,18000000.0,2945600.0,98.0,1981
55126,Africa Screams,1949-05-04,en,Comedy-Adventure,500000.0,1500000.0,79.0,1949
55155,"Kiss Me, Guido",1997-07-18,en,Comedy,740000.0,1918497.0,86.0,1997
55170,The Myth of Fingerprints,1997-09-17,en,Drama-Comedy-Romance,2000000.0,458815.0,93.0,1997
55173,Bustin' Loose,1981-05-22,en,Comedy-Drama,11000000.0,31300000.0,94.0,1981
55205,U2 3D,2007-05-19,en,Music-Documentary,15000000.0,22730842.0,85.0,2007
55234,Manufactured Landscapes,2006-09-09,en,Documentary,0.0,240239.0,90.0,2006
55291,The Gorgeous Hussy,1936-08-28,en,Drama-History,1119000.0,2019000.0,103.0,1936
55338,Holy Ghost People,2013-03-10,en,Drama-Thriller,2000000.0,120000.0,93.0,2013
55358,Tap,1989-02-12,en,Drama-Music,0.0,9114702.0,111.0,1989
55378,Out on a Limb,1992-09-04,en,Comedy,11000000.0,1659542.0,82.0,1992
55445,Roseanna's Grave,1997-03-06,en,Comedy-Romance-Drama,0.0,123330.0,98.0,1997
55482,Good for Nothing,2012-05-03,en,Action-Adventure-Western,0.0,186119.0,92.0,2012
55582,Miss Mary,1986-07-31,en,Drama,10094.0,267000.0,100.0,1986
55688,Resurrection,1980-09-26,en,Drama-Fantasy,0.0,3910019.0,103.0,1980
55829,King of the Mountain,1981-05-01,en,Drama-Action,2000000.0,958000.0,90.0,1981
55842,Navigating the Heart,2000-02-14,en,Drama-Romance,2000000.0,5000000.0,91.0,2000
55885,Buck,2011-06-17,en,Documentary,0.0,386749.0,89.0,2011
55933,Dangerous Ground,1997-02-12,en,Drama,0.0,3028094.0,95.0,1997
55941,The Little Traitor,2009-01-10,en,Drama,1700000.0,450000.0,88.0,2009
55947,Running the Bases,2022-09-16,en,Drama,0.0,1445862.0,127.0,2022
55988,Flamingo Road,1949-04-30,en,Drama-Romance,1528000.0,2896000.0,94.0,1949
56001,The Outing,1987-09-11,en,Horror,2000000.0,1083395.0,87.0,1987
56063,The Return of the Vampire,1943-11-11,en,Horror,75000.0,1090000.0,69.0,1943
56100,Killing Words,2003-01-01,en,Drama-Thriller,0.0,188500.0,89.0,2003
56146,"Love, Kennedy",2017-06-02,en,Family-Drama,0.0,407871.0,92.0,2017
56375,Bad Medicine,1985-11-22,en,Comedy,0.0,2685453.0,98.0,1985
56391,Tale of a Vampire,1992-01-01,en,Romance-Horror-Drama,0.0,1000000.0,93.0,1992
56479,Hipnos,2004-10-08,en,Horror-Thriller,0.0,1652711.0,93.0,2004
56485,UFC 95: Sanchez vs Stevenson,2009-02-21,en,,0.0,1000000.0,148.0,2009
56528,All Night Long,1981-03-06,en,Comedy-Romance,0.0,10000000.0,87.0,1981
56530,Dahmer vs. Gacy,2010-04-24,en,Horror-Comedy,0.0,550000.0,90.0,2010
56599,True to the Game 2,2020-11-06,en,Thriller-Drama,0.0,1181823.0,93.0,2020
56718,Mike's Murder,1984-03-09,en,Drama-Mystery-Thriller,6300000.0,1059966.0,109.0,1984
56735,Iron Maiden: Rock In Rio,2002-07-16,en,Music-Documentary,1000000.0,10000000.0,125.0,2002
56961,Plain Clothes,1988-04-15,en,Comedy-Thriller-Mystery-Romance-Action,7500000.0,289323.0,98.0,1988
56965,Naughty Marietta,1935-03-29,en,Music-Romance-Drama,782000.0,2057000.0,103.0,1935
56978,Tough Guys Don't Dance,1987-09-18,en,Drama-Comedy-Crime-Mystery-Thriller,5000000.0,858250.0,110.0,1987
57009,Ode to Billy Joe,1976-06-04,en,Drama-Romance,1100000.0,27000000.0,105.0,1976
57069,Hitler's Children,1943-01-06,en,Romance-War,205000.0,3355000.0,82.0,1943
57073,The Greatest,1977-05-17,en,Drama,0.0,8284000.0,102.0,1977
57157,The Hottest State,2006-09-02,en,Music-Drama-Romance,0.0,137341.0,117.0,2006
57349,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982-11-12,en,Comedy-Drama,850000.0,840000.0,109.0,1982
57375,Tomorrow Is Forever,1946-02-20,en,War-Drama-Romance,0.0,3250000.0,105.0,1946
57421,Loggerheads,2005-10-14,en,Drama,0.0,115314.0,95.0,2005
57535,Burn,2012-11-01,en,Documentary,225000.0,111300.0,86.0,2012
57562,Hearts of the West,1975-10-08,en,Comedy-Western,2000000.0,1600000.0,102.0,1975
57703,Our Modern Maidens,1929-09-08,en,Drama-Comedy,283000.0,857000.0,76.0,1929
57731,Rough Cut,1980-06-19,en,Adventure-Comedy-Crime-Mystery-Romance,14000000.0,16656125.0,112.0,1980
57753,Finian's Rainbow,1968-10-09,en,Fantasy-Romance-Family,3500000.0,11600000.0,144.0,1968
57970,Sparrows,1926-09-19,en,Drama,463455.0,966878.0,94.0,1926
58073,Death of a President,2006-10-27,en,Documentary-Drama-Science Fiction,2000000.0,167000.0,97.0,2006
58101,"'night, Mother",1986-09-12,en,Drama,0.0,442000.0,96.0,1986
58108,Love Jones,1997-03-14,en,Comedy-Drama-Romance,10000000.0,12782749.0,108.0,1997
58386,Parrish,1961-05-04,en,Drama-Romance,1500000.0,4200000.0,138.0,1961
58396,SEED: The Untold Story,2016-09-23,en,Documentary,650000.0,209752.0,94.0,2016
58524,Baby It's You,1983-04-03,en,Comedy-Drama-Romance,3000000.0,1867792.0,105.0,1983
58527,The Figurine: Araromire,2009-10-02,en,Drama-Horror-Mystery,300000.0,200000.0,122.0,2009
58544,Desert Blue,1999-06-04,en,Comedy-Drama,2000000.0,100590.0,90.0,1999
58718,Valley of Flowers,2006-07-15,en,Adventure-Drama-Romance,6000000.0,130742.0,120.0,2006
58744,Blame It on the Bellboy,1992-03-06,en,Comedy,0.0,3000000.0,78.0,1992
58777,Permanent Record,1988-04-22,en,Drama,8000000.0,1893139.0,92.0,1988
58833,Michael Jackson: HIStory Tour - Live in Munich,1997-07-06,en,Music,0.0,165000000.0,121.0,1997
58867,"Bodies, Rest & Motion",1993-04-09,en,Drama-Romance,2500000.0,764083.0,95.0,1993
58904,SEED: The Untold Story,2016-09-23,en,Documentary,650000.0,209752.0,94.0,2016
58911,UFC 94: St-Pierre vs. Penn 2,2009-01-31,en,,1091000.0,4290020.0,241.0,2009
59156,An Awfully Big Adventure,1995-07-21,en,Romance-Drama-Comedy,4000000.0,851545.0,113.0,1995
59206,Woman Thou Art Loosed,2004-09-30,en,Drama,3000000.0,6804016.0,94.0,2004
59301,The Unholy Three,1925-07-20,en,Crime-Drama-Romance,103000.0,704000.0,86.0,1925
59344,Saint John of Las Vegas,2010-01-29,en,Comedy,3800000.0,111731.0,84.0,2010
59366,Wrestling Ernest Hemingway,1993-12-17,en,Drama,0.0,278720.0,123.0,1993
59467,Party Girl,1995-06-09,en,Comedy,150000.0,472370.0,94.0,1995
59475,Mr. North,1988-07-22,en,Drama-Comedy,0.0,1221366.0,93.0,1988
59686,The Iron Mask,1929-02-21,en,Action-Drama-History-Adventure,0.0,3270000.0,103.0,1929
59886,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2018-12-19,en,Documentary,0.0,195517.0,78.0,2018
60095,The Ride,1997-10-14,en,Drama-Family,0.0,189635.0,101.0,1997
60512,The Justice of Bunny King,2021-07-29,en,Drama,0.0,142591.0,101.0,2021
60530,Meet the Applegates,1990-11-08,en,Comedy-Fantasy-Horror,5000000.0,485772.0,90.0,1990
60574,Beachhead,1954-02-05,en,War,450000.0,1400000.0,90.0,1954
60630,George Michael Freedom Uncut,2022-06-16,en,Music-Documentary,0.0,707496.0,118.0,2022
60675,Cabin in the Sky,1943-04-09,en,Fantasy-Music,662141.0,1606624.0,98.0,1943
60758,The Big Shot,1942-06-13,en,Crime-Drama,417000.0,1783000.0,82.0,1942
60896,Housekeeping,1987-11-25,en,Comedy-Drama,0.0,1083282.0,116.0,1987
60911,Miles,2017-06-09,en,Drama,0.0,2147000.0,90.0,2017
60926,Rollover,1981-10-11,en,Drama-Mystery-Romance-Thriller,0.0,10217873.0,116.0,1981
61071,Twenty-one,1991-10-04,en,Drama-Comedy,0.0,256521.0,92.0,1991
61349,Miranda,1948-04-06,en,Comedy-Fantasy-Romance,784170.0,834332.0,80.0,1948
61360,Romance on the High Seas,1948-06-25,en,Comedy-Music-Romance,2532000.0,3225000.0,99.0,1948
61393,Dangerously Close,1986-05-09,en,Action-Crime-Thriller,0.0,2390525.0,95.0,1986
61667,Mickey,2004-04-30,en,Drama-Family,6000000.0,293793.0,90.0,2004
61688,Apartment Zero,1989-09-02,en,Thriller-Drama,4000000.0,670774.0,124.0,1989
61697,I Am Hooligan,2016-09-05,en,Thriller-Action-Crime-Drama,60000.0,120000.0,81.0,2016
61779,Hunk,1987-03-06,en,Fantasy-Comedy,0.0,1749956.0,102.0,1987
61835,Get Crazy,1983-08-05,en,Comedy-Music,0.0,1645711.0,92.0,1983
62034,The Comedians,1967-10-31,en,Drama,0.0,5200000.0,152.0,1967
62036,West of Zanzibar,1928-11-24,en,Drama-Mystery,259000.0,921000.0,70.0,1928
62156,The Real Cancun,2003-04-23,en,Documentary,7500000.0,5345083.0,96.0,2003
62283,West Is West,2010-10-19,en,Comedy,3837625.0,3867000.0,103.0,2010
62290,WWE Money in the Bank 2019,2019-05-19,en,Action-Drama-Family-Thriller,140777.0,5556675.0,218.0,2019
62585,Enemy Territory,1987-05-22,en,Action-Crime-Drama-Thriller,0.0,197791.0,89.0,1987
62632,National Lampoon's Gold Diggers,2003-06-15,en,Comedy,0.0,527000.0,90.0,2003
62675,Split Image,1982-11-04,en,Drama,0.0,263635.0,111.0,1982
62692,Search and Destroy,1995-01-01,en,Action-Comedy-Drama-Thriller,4000000.0,389503.0,90.0,1995
62733,Afghan Star,2009-06-26,en,Documentary-Music,0.0,101543.0,87.0,2009
62735,Eric Clapton's Crossroads Guitar Festival 2010,2010-06-26,en,Music,100000.0,1000000.0,279.0,2010
62881,Trois,2000-02-11,en,Drama-Thriller-Romance,200000.0,1160268.0,93.0,2000
62904,The Cat and the Canary,1927-09-09,en,Horror-Comedy-Mystery,0.0,325550.0,80.0,1927
62915,Trouble Is My Business,2018-04-03,en,Adventure-Mystery-Romance-Thriller,250000.0,679000.0,116.0,2018
62962,Christmas with The Chosen: The Messengers,2021-12-01,en,TV Movie-Drama-History-Music,0.0,13728000.0,110.0,2021
62975,The Endurance: Shackleton's Legendary Antarctic Expedition,2000-09-02,en,Documentary-History,0.0,2452566.0,97.0,2000
63004,Danger Signal,1945-11-21,en,Crime-Drama-Romance,471000.0,1110000.0,78.0,1945
63045,Apprentice to Murder,1988-02-26,en,Mystery-Horror,0.0,466369.0,97.0,1988
63217,The Barretts of Wimpole Street,1934-09-21,en,Drama-Romance,820000.0,1258000.0,109.0,1934
63272,Revelation,1999-05-07,en,Action-Horror-Thriller,1500000.0,206626.0,98.0,1999
63311,I Married a Strange Person!,1998-08-28,en,Comedy-Animation-Fantasy-Action-Science Fiction,250000.0,206272.0,72.0,1998
63325,Spice Girls: The Return of the Spice Girls Tour,2007-12-02,en,Music,0.0,107200000.0,106.0,2007
63466,Becoming Cousteau,2021-10-22,en,Documentary,0.0,244223.0,94.0,2021
63569,Our Blushing Brides,1930-07-19,en,Drama,337000.0,1211000.0,99.0,1930
63575,Madison,2001-01-23,en,Adventure-Action-Drama,13500000.0,517262.0,99.0,2001
63618,Do Not Disturb,1965-12-22,en,Comedy-Romance,3890000.0,8000000.0,102.0,1965
63681,Old Sheldon,,en,,70000000.0,120000000.0,999.0,
63694,The Eagle,1925-11-08,en,Drama-Adventure-Romance,0.0,323150.0,73.0,1925
63880,A Kind of Loving,1962-04-12,en,Drama-Romance,213084.0,581138.0,108.0,1962
64149,A Million to Juan,1994-05-15,en,Comedy,0.0,1221832.0,97.0,1994
64225,Illegally Yours,1988-05-13,en,Comedy-Romance,13000000.0,259019.0,102.0,1988
64332,The Valley of Decision,1945-05-03,en,Drama,2160000.0,9132000.0,119.0,1945
64445,Cameron's Closet,1988-12-02,en,Horror,7000000.0,136203.0,87.0,1988
64507,The Gun in Betty Lou's Handbag,1992-08-21,en,Comedy-Thriller-Mystery,13000000.0,3721911.0,89.0,1992
64514,Illegal Tender,2007-08-24,en,Drama-Thriller-Crime,0.0,3106835.0,108.0,2007
64737,Terminal Bliss,1992-03-06,en,Drama,0.0,215500.0,93.0,1992
64840,The Adventures of Marco Polo,1938-04-07,en,Romance-Adventure,2000000.0,1700000.0,104.0,1938
64916,Christmas with The Chosen: The Messengers,2021-12-01,en,TV Movie-Drama-History-Music,0.0,13728000.0,110.0,2021
64958,Raggedy Ann & Andy: A Musical Adventure,1977-04-01,en,Animation-Adventure-Music-Family-Fantasy-Comedy,4000000.0,1500000.0,86.0,1977
65008,Chasing Ghosts,2005-05-11,en,Crime-Mystery-Thriller,2000000.0,1102000.0,119.0,2005
65236,Best Foot Forward,1943-10-08,en,Comedy-Music,1162000.0,2704000.0,94.0,1943
65346,Jocks,1986-11-14,en,Comedy,0.0,120808.0,91.0,1986
65415,The Lords of Discipline,1983-02-18,en,Drama-Thriller,0.0,11787127.0,102.0,1983
65507,America's Heart and Soul,2004-07-04,en,Documentary-Family,0.0,314402.0,84.0,2004
65594,Kismet,1944-10-01,en,Adventure-Fantasy-Romance,3015000.0,1827000.0,103.0,1944
65701,Churchill: The Hollywood Years,2004-12-03,en,Comedy-War,0.0,529546.0,84.0,2004
65702,"Die, Mommie, Die!",2003-10-31,en,Comedy,0.0,320092.0,90.0,2003
65778,I Think I Do,1997-06-20,en,Comedy-Romance,0.0,345478.0,90.0,1997
65912,Ruby,1992-03-27,en,Drama-Action-Thriller-Crime,9000000.0,919286.0,110.0,1992
66157,Boys Life 2,1997-03-07,en,Drama-Romance,0.0,532654.0,74.0,1997
66290,White Riot,2020-04-03,en,Documentary-Music,0.0,185973.0,80.0,2020
66360,Hustler White,1996-07-19,en,Romance-Comedy,0.0,127251.0,79.0,1996
66394,Lambada,1990-03-19,en,Drama-Music-Romance,0.0,4263112.0,104.0,1990
66571,Joshua,2002-04-19,en,Drama,9000000.0,1347988.0,91.0,2002
66618,Constellation,2007-02-01,en,Drama-Romance,7200000.0,23006533.0,96.0,2007
66880,The Squeeze,1987-07-10,en,Action-Comedy-Crime-Romance-Thriller,0.0,2228951.0,101.0,1987
67052,Girl Shy,1924-04-20,en,Comedy-Romance-Action,400000.0,1550000.0,80.0,1924
67103,The Trip to Bountiful,1985-12-20,en,Drama,0.0,7218340.0,108.0,1985
67107,NASCAR: The IMAX Experience,2004-03-12,en,Documentary,0.0,20000000.0,48.0,2004
67114,The Flim-Flam Man,1967-08-22,en,Comedy,384500.0,1200000.0,104.0,1967
67116,Swoon,1992-09-11,en,Drama,250000.0,340147.0,82.0,1992
67330,Martin Lawrence Live: Runteldat,2002-08-01,en,Comedy,3000000.0,19184015.0,113.0,2002
67446,Chattahoochee,1990-04-20,en,Drama,0.0,259486.0,98.0,1990
67515,Brigham City,2001-03-30,en,Crime-Mystery-Drama,1000000.0,852206.0,119.0,2001
67529,Iraq in Fragments,2006-01-21,en,Documentary,0.0,202000.0,94.0,2006
67619,Suture,1993-09-14,en,Drama-Thriller,0.0,102780.0,96.0,1993
67652,Twice Upon a Yesterday,1998-11-27,en,Comedy-Drama-Romance,0.0,258464.0,91.0,1998
67732,Genius Within: The Inner Life of Glenn Gould,2009-09-13,en,Documentary-Music,0.0,166770.0,113.0,2009
67828,On a Clear Day,2005-08-18,en,Drama,0.0,878122.0,98.0,2005
67915,Dancing Lady,1933-11-24,en,Comedy-Romance,923055.0,2400000.0,92.0,1933
68030,Love Crazy,1941-05-23,en,Comedy-Romance,889900.0,2000000.0,99.0,1941
68144,The Ballad of Little Jo,1993-08-20,en,Romance-Drama-Western,0.0,543091.0,121.0,1993
68145,Listen to Me,1989-05-05,en,Romance-Drama,0.0,4299023.0,107.0,1989
68183,May It Last: A Portrait of the Avett Brothers,2017-09-12,en,Music-Documentary,0.0,725286.0,107.0,2017
68338,Eat the Rich,1987-06-01,en,Action-Comedy-Crime,0.0,200723.0,90.0,1987
68346,Beautifully Broken,2018-08-24,en,Drama,0.0,1271572.0,108.0,2018
68359,Daughter of God,2016-01-22,en,Crime-Thriller-Mystery-Drama,0.0,1787926.0,128.0,2016
68386,Opal Dream,2006-07-12,en,Drama-Family,5000000.0,140666.0,86.0,2006
68607,Holy Ghost People,2013-03-10,en,Drama-Thriller,2000000.0,120000.0,93.0,2013
68764,The Corrs: Live at the Royal Albert Hall,1998-08-28,en,Music,100000.0,1000000.0,95.0,1998
68793,Undiscovered,2005-08-26,en,Comedy-Romance,9000000.0,1046166.0,97.0,2005
68799,Siesta,1987-11-11,en,Drama-Mystery-Thriller,0.0,700000.0,97.0,1987
68979,My Son the Fanatic,1997-10-21,en,Drama-Comedy,0.0,408339.0,88.0,1997
69094,One Way Passage,1932-10-04,en,Drama-Romance-Comedy,350000.0,1108000.0,68.0,1932
