,title,release_date,original_language,genres,budget,revenue,runtime,year
4320,Final: The Rapture,2013-09-13,en,Thriller,0.0,124561.0,90.0,2013
4331,You Hurt My Feelings,2023-05-26,en,Comedy-Drama-Romance,0.0,5000000.0,93.0,2023
4333,Eye for an Eye,1996-01-12,en,Thriller-Crime,20000000.0,26877589.0,101.0,1996
4335,The Drop,2014-09-12,en,Drama-Crime,12600000.0,19054534.0,106.0,2014
4336,Primal Fear,1996-03-06,en,Crime-Drama-Mystery-Thriller,30000000.0,102600000.0,129.0,1996
4337,Unleashed,2005-02-02,en,Action-Crime,45000000.0,50871113.0,103.0,2005
4338,The Rugrats Movie,1998-11-20,en,Family-Animation-Comedy-Adventure,30000000.0,100491683.0,79.0,1998
4339,The Life Aquatic with Steve Zissou,2004-12-10,en,Adventure-Comedy-Drama,50000000.0,34808403.0,119.0,2004
4342,The Mountain Between Us,2017-10-05,en,Romance-Adventure-Drama,35000000.0,62832209.0,109.0,2017
4344,The Hunt for Red October,1990-03-02,en,Action-Adventure-Thriller,30000000.0,200512643.0,135.0,1990
4346,The Sting,1973-12-25,en,Comedy-Crime-Drama,5500000.0,159616327.0,129.0,1973
4347,The Boxtrolls,2014-09-10,en,Animation-Comedy-Family-Fantasy,60000000.0,108255770.0,97.0,2014
4352,Strangers on a Train,1951-06-27,en,Crime-Thriller,1200000.0,7000000.0,101.0,1951
4355,P.S. I Love You,2007-11-15,en,Drama-Romance,30000000.0,156835339.0,126.0,2007
4356,A Cure for Wellness,2017-02-15,en,Horror-Mystery-Science Fiction-Thriller,40000000.0,26620002.0,146.0,2017
4357,Jumper,2008-02-13,en,Action-Adventure-Science Fiction,85000000.0,222231186.0,88.0,2008
4358,New Nightmare,1994-10-13,en,Horror-Mystery-Fantasy,8000000.0,57000000.0,112.0,1994
4359,The Machinist,2004-07-02,en,Thriller-Drama,5000000.0,8203235.0,101.0,2004
4363,State of Play,2009-04-17,en,Thriller-Drama-Mystery,60000000.0,87812371.0,127.0,2009
4366,Pat Garrett & Billy the Kid,1973-05-23,en,Western,4638783.0,11000000.0,106.0,1973
4367,Lawless,2012-08-29,en,Crime-Drama-Western,26000000.0,53676580.0,115.0,2012
4374,Curious George,2006-02-10,en,Adventure-Animation-Comedy-Family,50000000.0,69834815.0,87.0,2006
4379,The Holiday,2006-12-08,en,Comedy-Romance,85000000.0,194168700.0,136.0,2006
4380,Sky High,2005-07-29,en,Adventure-Comedy-Family,35000000.0,86369815.0,100.0,2005
4382,Parker,2013-01-23,en,Action-Crime,35000000.0,46216641.0,118.0,2013
4384,Dennis the Menace,1993-06-23,en,Family-Comedy,35000000.0,117270765.0,94.0,1993
4386,Max,2015-06-26,en,Adventure-Drama,20000000.0,43967255.0,111.0,2015
4389,Cashback,2006-05-09,en,Drama-Comedy-Romance,0.0,2294291.0,102.0,2006
4390,Hardcore Henry,2015-09-12,en,Action-Adventure-Science Fiction,2000000.0,14333790.0,96.0,2015
4392,Amityville II: The Possession,1982-09-24,en,Horror,5000000.0,12534817.0,104.0,1982
4393,Mike and Dave Need Wedding Dates,2016-07-07,en,Comedy,33000000.0,77068246.0,98.0,2016
4397,West Side Story,2021-12-08,en,Drama-Romance-Crime,100000000.0,74500000.0,156.0,2021
4400,Reminiscence,2021-08-19,en,Mystery-Science Fiction,68000000.0,18717947.0,116.0,2021
4401,21,2008-03-27,en,Drama-Crime,35000000.0,159808370.0,123.0,2008
4402,Graveyard Shift,1990-10-26,en,Horror,10500000.0,11582891.0,89.0,1990
4406,The Apartment,1960-06-21,en,Comedy-Drama-Romance,3000000.0,25000000.0,125.0,1960
4407,Moulin Rouge!,2001-05-24,en,Drama-Romance-Music,52500000.0,179213434.0,128.0,2001
4408,Wild Child,2008-08-15,en,Comedy-Drama-Romance,20000000.0,21972336.0,98.0,2008
4409,Rage,2014-05-09,en,Action-Crime-Thriller,15000000.0,2424381.0,98.0,2014
4410,Contraband,2012-01-12,en,Thriller-Action-Drama-Crime,25000000.0,96262212.0,109.0,2012
4414,Black and Blue,2019-10-25,en,Drama-Action-Thriller,12000000.0,22741061.0,109.0,2019
4417,The World's End,2013-07-18,en,Comedy-Action-Science Fiction,20000000.0,46089287.0,109.0,2013
4418,Stillwater,2021-07-29,en,Drama-Crime-Thriller,20000000.0,19754272.0,139.0,2021
4422,The Mule,2018-12-14,en,Crime-Drama-Thriller,50000000.0,174804407.0,116.0,2018
4424,"Dude, Where's My Car?",2000-12-15,en,Comedy-Science Fiction,13000000.0,73180723.0,83.0,2000
4425,Ken Park,2002-08-31,en,Drama,1300000.0,447741.0,97.0,2002
4426,Star Wars: The Clone Wars,2008-08-05,en,Animation-Action-Science Fiction-Adventure,8500000.0,68282844.0,98.0,2008
4427,Flight of the Navigator,1986-07-30,en,Family-Science Fiction-Adventure,9000000.0,18564613.0,90.0,1986
4432,Coyote Ugly,2000-07-30,en,Comedy-Drama-Music-Romance,45000000.0,113916474.0,100.0,2000
4435,Inside Llewyn Davis,2013-10-18,en,Drama-Music,11000000.0,32935319.0,104.0,2013
4437,Star Trek IV: The Voyage Home,1986-11-26,en,Science Fiction-Adventure,24000000.0,133000000.0,119.0,1986
4438,Four Weddings and a Funeral,1994-03-09,en,Comedy-Drama-Romance,4400000.0,245700832.0,117.0,1994
4440,Zindagi Jhand Hai,2020-04-15,en,Romance-Thriller,56000.0,1001034.0,67.0,2020
4444,Daddy's Home,2015-12-25,en,Comedy,50000000.0,242786137.0,96.0,2015
4445,Romancing the Stone,1984-03-30,en,Adventure-Action-Romance-Comedy,10000000.0,86572238.0,106.0,1984
4451,The Return of the Texas Chainsaw Massacre,1995-03-12,en,Horror-Comedy,600000.0,185898.0,95.0,1995
4454,Walking Tall,2004-04-02,en,Adventure-Drama-Action-Thriller,56000000.0,57223890.0,86.0,2004
4455,Romeo Must Die,2000-03-22,en,Action-Crime-Thriller,25000000.0,91036760.0,115.0,2000
4458,Hello Mary Lou: Prom Night II,1987-10-16,en,Horror-Fantasy-Thriller,0.0,2683519.0,97.0,1987
4461,Poltergeist,1982-06-04,en,Horror,10700000.0,122200000.0,114.0,1982
4462,Barbie in 'A Christmas Carol',2008-11-03,en,Animation-Family,0.0,4496912.0,76.0,2008
4465,Replicas,2018-10-25,en,Science Fiction-Thriller-Drama,30000000.0,8100000.0,107.0,2018
4467,Master Gardener,2023-05-19,en,Drama-Romance-Thriller,4100000.0,1506008.0,111.0,2023
4472,Till Death,2021-07-02,en,Horror-Thriller,0.0,495268.0,89.0,2021
4475,Midnight in the Switchgrass,2021-07-23,en,Crime-Mystery-Thriller-Action,15000000.0,229811.0,99.0,2021
4479,Adore,2013-04-03,en,Drama,16000000.0,1575749.0,100.0,2013
4480,The Sandlot,1993-04-07,en,Family-Comedy,0.0,32416586.0,101.0,1993
4483,Boss Level,2021-02-19,en,Action-Science Fiction-Thriller,45000000.0,2000000.0,94.0,2021
4484,AINBO: Spirit of the Amazon,2021-02-09,en,Adventure-Animation-Family-Fantasy,0.0,10237061.0,84.0,2021
4485,Spy,2015-05-06,en,Action-Comedy-Crime,65000000.0,235666219.0,120.0,2015
4486,American Graffiti,1973-08-01,en,Comedy-Drama,777000.0,140000000.0,110.0,1973
4487,Barbarella,1968-10-10,en,Science Fiction-Adventure,9000000.0,2500000.0,98.0,1968
4488,Push,2009-02-04,en,Science Fiction-Action-Adventure-Thriller,38000000.0,49678401.0,111.0,2009
4489,Problem Child 2,1991-07-03,en,Comedy,15000000.0,32704700.0,90.0,1991
4491,Cloud Atlas,2012-10-26,en,Drama-Science Fiction,102000000.0,130482868.0,172.0,2012
4493,The Cold Light of Day,2012-04-04,en,Action-Thriller-Mystery,20000000.0,16863583.0,93.0,2012
4500,Crash,2005-05-06,en,Drama,6500000.0,98410061.0,112.0,2005
4503,30 Minutes or Less,2011-08-11,en,Action-Adventure-Comedy,28000000.0,40547440.0,83.0,2011
4505,The Grudge,2004-10-22,en,Horror-Mystery-Thriller,10000000.0,183474602.0,92.0,2004
4507,Champions,2023-03-09,en,Comedy,0.0,9263009.0,124.0,2023
4516,My Stepmother Is an Alien,1988-12-09,en,Comedy-Science Fiction,20000000.0,13854000.0,108.0,1988
4517,The Three Musketeers,2011-08-31,en,Adventure-Action-Thriller,75000000.0,132274484.0,110.0,2011
4524,The Son of Bigfoot,2017-07-26,en,Family-Animation-Comedy,30000000.0,46372519.0,92.0,2017
4529,Ride Along 2,2016-01-14,en,Action-Comedy,40000000.0,124827316.0,102.0,2016
4531,Splash,1984-03-09,en,Comedy-Fantasy-Romance,8000000.0,69821334.0,111.0,1984
4533,Bicentennial Man,1999-12-17,en,Science Fiction-Comedy-Drama,100000000.0,87423861.0,131.0,1999
4537,Hostage,2005-03-10,en,Action-Thriller-Crime,52000000.0,77944725.0,113.0,2005
4542,The Spy Next Door,2010-01-15,en,Action-Comedy-Family,28000000.0,66166000.0,94.0,2010
4544,Wind River,2017-08-03,en,Crime-Drama-Mystery-Thriller,11000000.0,44998252.0,107.0,2017
4545,Double Take,2001-01-12,en,Adventure-Drama-Action-Comedy-Romance,24000000.0,31600000.0,88.0,2001
4547,Freaky,2020-11-12,en,Comedy-Fantasy-Horror-Thriller,5000000.0,15104310.0,102.0,2020
4548,Kelly's Heroes,1970-06-22,en,Adventure-Comedy-War,4000000.0,5200000.0,144.0,1970
4551,Saturday Night Fever,1977-12-16,en,Music-Drama,3500000.0,237113184.0,119.0,1977
4552,The Count of Monte Cristo,2002-01-23,en,Adventure-Drama-History,35000000.0,75395048.0,131.0,2002
4553,Shadow in the Cloud,2020-12-31,en,Horror-Action-War,0.0,1054290.0,83.0,2020
4558,Enemy,2014-03-14,en,Thriller-Mystery,0.0,3396726.0,91.0,2014
4559,Shanghai Noon,2000-05-26,en,Adventure-Action-Comedy-Western,55000000.0,99274467.0,110.0,2000
4569,Police Academy 2: Their First Assignment,1985-03-28,en,Comedy-Crime,7600000.0,55600000.0,87.0,1985
4570,Empire State,2013-09-03,en,Action-Drama,11000000.0,3639345.0,94.0,2013
4575,Drumline,2002-12-13,en,Drama-Romance-Comedy-Music,20000000.0,57588485.0,118.0,2002
4576,Valkyrie,2008-12-25,en,Drama-Thriller-War,75000000.0,200276000.0,121.0,2008
4579,The Reader,2008-01-02,en,Drama-Romance,32000000.0,108902486.0,124.0,2008
4582,Lethal Weapon 3,1992-05-15,en,Adventure-Action-Comedy-Thriller-Crime,35000000.0,321731527.0,118.0,1992
4586,Boogie Nights,1997-10-07,en,Drama,15000000.0,43101594.0,156.0,1997
4592,The Dictator,2012-05-15,en,Comedy,65000000.0,179379533.0,83.0,2012
4594,Halloween 5: The Revenge of Michael Myers,1989-10-12,en,Horror-Thriller,3000000.0,11642254.0,97.0,1989
4595,The Spy Who Loved Me,1977-07-07,en,Adventure-Action-Thriller,13000000.0,185438673.0,125.0,1977
4599,Superman IV: The Quest for Peace,1987-07-24,en,Action-Adventure-Science Fiction,17000000.0,19300000.0,90.0,1987
4605,Mirrors,2008-08-15,en,Horror-Mystery-Thriller-Drama-Fantasy,35000000.0,72436439.0,111.0,2008
4606,Money Monster,2016-05-12,en,Thriller-Drama,27000000.0,93282604.0,98.0,2016
4608,The Tree of Life,2011-05-17,en,Drama-Fantasy,32000000.0,54700000.0,139.0,2011
4611,Juno,2007-12-05,en,Comedy-Drama-Romance,7500000.0,232372681.0,96.0,2007
4613,Marmaduke,2010-06-04,en,Family-Comedy,50000000.0,83761844.0,87.0,2010
4615,King of Kings,1961-10-11,en,Drama-History,5037000.0,14483352.0,168.0,1961
4616,Bullet to the Head,2013-01-31,en,Action-Crime-Thriller,55000000.0,9489829.0,92.0,2013
4617,Vanilla Sky,2001-01-22,en,Mystery-Science Fiction-Drama-Romance-Fantasy-Thriller,68000000.0,203388341.0,136.0,2001
4621,The Rental,2020-07-23,en,Horror,0.0,4296804.0,88.0,2020
4624,Widows,2018-11-06,en,Crime-Thriller,42000000.0,73900000.0,129.0,2018
4626,Secret Window,2004-03-12,en,Mystery-Thriller,40000000.0,92913171.0,96.0,2004
4627,Magic Mike XXL,2015-07-01,en,Comedy-Drama,14800000.0,117813057.0,115.0,2015
4629,We Were Soldiers,2002-03-01,en,Action-History-War,75000000.0,114660784.0,138.0,2002
4637,Excalibur,1981-04-10,en,Adventure-Fantasy,11000000.0,35000000.0,141.0,1981
4638,Tango & Cash,1989-12-22,en,Action-Adventure-Comedy-Thriller,55000000.0,63408614.0,104.0,1989
4641,What Men Want,2019-02-08,en,Comedy-Romance,20000000.0,69766483.0,117.0,2019
4643,The Guardian,1990-04-27,en,Horror-Thriller,0.0,17037887.0,92.0,1990
4644,Girls Trip,2017-07-21,en,Comedy,19000000.0,140376621.0,122.0,2017
4645,Happy Death Day,2017-10-12,en,Horror-Mystery-Comedy,4800000.0,125479266.0,97.0,2017
4646,Copshop,2021-09-09,en,Thriller-Crime-Action,0.0,6807158.0,107.0,2021
4648,Dark Shadows,2012-05-09,en,Comedy-Fantasy,150000000.0,245527149.0,113.0,2012
4655,Date Night,2010-04-08,en,Comedy-Action-Adventure,55000000.0,152263880.0,97.0,2010
4662,The Birds,1963-03-28,en,Horror,2500000.0,11500000.0,119.0,1963
4665,Batman: The Killing Joke,2016-07-24,en,Action-Animation-Crime-Drama,3500000.0,3775000.0,77.0,2016
4668,Inherent Vice,2014-12-12,en,Drama-Mystery-Comedy,20000000.0,14710975.0,149.0,2014
4669,Wedding Crashers,2005-07-13,en,Comedy-Romance,40000000.0,288485135.0,119.0,2005
4670,Escape Room,2019-01-03,en,Horror-Thriller-Mystery,9000000.0,155700000.0,100.0,2019
4675,Little Children,2006-10-06,en,Drama-Romance,26000000.0,14821658.0,137.0,2006
4677,Ace Ventura: When Nature Calls,1995-11-10,en,Crime-Comedy-Adventure,30000000.0,212385533.0,90.0,1995
4678,Little Monsters,1989-08-25,en,Adventure-Fantasy-Comedy-Family,7000000.0,793775.0,102.0,1989
4680,Horrible Bosses,2011-07-08,en,Comedy-Crime,35000000.0,209838559.0,98.0,2011
4681,The Terminal,2004-06-17,en,Comedy-Drama,60000000.0,219417255.0,128.0,2004
4684,Patch Adams,1998-12-25,en,Comedy-Drama,50000000.0,202292902.0,115.0,1998
4686,Identity Thief,2013-02-07,en,Comedy-Crime,35000000.0,173965010.0,111.0,2013
4687,Countdown,2019-10-24,en,Horror-Thriller,6500000.0,48021766.0,90.0,2019
4688,The Lighthouse,2019-10-18,en,Drama-Fantasy-Thriller-Horror,11000000.0,18129854.0,109.0,2019
4689,"Love, Simon",2018-02-16,en,Comedy-Drama-Romance,17000000.0,66316289.0,110.0,2018
4695,Death Becomes Her,1992-07-30,en,Comedy-Fantasy-Horror,55000000.0,149022650.0,104.0,1992
4700,Red Corner,1997-10-30,en,Crime-Drama-Thriller,48000000.0,22420000.0,122.0,1997
4702,Friday the 13th Part VII: The New Blood,1988-05-13,en,Horror-Thriller,2800000.0,19170001.0,88.0,1988
4704,Christine,1983-05-11,en,Horror,9700000.0,21200000.0,110.0,1983
4705,Jack Ryan: Shadow Recruit,2014-01-15,en,Action-Drama-Thriller,60000000.0,135511030.0,105.0,2014
4706,The Bourne Supremacy,2004-07-23,en,Action-Drama-Thriller,75000000.0,288500217.0,108.0,2004
4707,The Lost Boys,1987-07-31,en,Horror-Comedy-Thriller,8500000.0,32222567.0,97.0,1987
4708,Dungeons & Dragons,2000-12-08,en,Drama-Adventure-Fantasy,35000000.0,15185241.0,107.0,2000
4710,Shanghai Knights,2003-02-06,en,Action-Adventure-Comedy-Western,50000000.0,88323487.0,115.0,2003
4711,Elektra,2005-01-13,en,Action-Fantasy-Science Fiction,43000000.0,56681566.0,97.0,2005
4712,Mad Max Beyond Thunderdome,1985-06-29,en,Action-Adventure-Science Fiction,10000000.0,36230219.0,107.0,1985
4716,In the Line of Fire,1993-07-08,en,Action-Drama-Thriller-Crime-Mystery,40000000.0,176997168.0,128.0,1993
4721,The Outpost,2020-06-24,en,War-Drama-History-Action,18000000.0,2133452.0,123.0,2020
4722,Jarhead,2005-11-04,en,Drama-War,72000000.0,97076152.0,123.0,2005
4723,How to Be a Latin Lover,2017-03-06,en,Comedy,0.0,26251899.0,115.0,2017
4724,Safe House,2012-02-08,en,Action-Thriller,85000000.0,208076205.0,115.0,2012
4725,Taxi,2004-10-06,en,Action-Comedy-Thriller-Crime,25000000.0,71255003.0,97.0,2004
4726,Shakespeare in Love,1998-03-12,en,Romance-History-Comedy,25000000.0,289317794.0,123.0,1998
4731,Arthur and the Invisibles,2006-12-13,en,Adventure-Fantasy-Animation-Family,86000000.0,107944236.0,94.0,2006
4732,The Darkest Hour,2011-12-22,en,Horror-Action-Thriller-Science Fiction,30000000.0,64626786.0,89.0,2011
4733,City of Angels,1998-04-10,en,Romance-Drama-Fantasy,55000000.0,198685114.0,114.0,1998
4736,Logan Lucky,2017-08-17,en,Comedy-Crime-Action-Drama,29000000.0,48453605.0,118.0,2017
4737,Waterworld,1995-07-28,en,Adventure-Action-Science Fiction,175000000.0,264218220.0,135.0,1995
4739,The Replacements,2000-08-11,en,Comedy,50000000.0,50054511.0,118.0,2000
4740,Entrapment,1999-04-29,en,Romance-Drama-Mystery,66000000.0,212404396.0,112.0,1999
4741,Tag,2018-05-30,en,Comedy-Action,28000000.0,75100000.0,100.0,2018
4744,Yesterday,2019-06-27,en,Comedy-Fantasy-Music-Romance,26000000.0,88092097.0,116.0,2019
4745,Gnomeo & Juliet,2011-01-13,en,Animation-Family,36000000.0,189712432.0,84.0,2011
4747,Paranormal Activity 4,2012-10-17,en,Horror,5000000.0,142817992.0,97.0,2012
4751,Contagion,2011-09-08,en,Drama-Thriller-Science Fiction,60000000.0,137551594.0,106.0,2011
4758,Happy Death Day 2U,2019-02-13,en,Comedy-Horror-Science Fiction,9000000.0,25327500.0,100.0,2019
4759,Hustlers,2019-09-12,en,Drama-Comedy-Crime,20000000.0,157600000.0,110.0,2019
4762,Gangs of New York,2002-12-14,en,Drama-History-Crime,100000000.0,193772504.0,168.0,2002
4764,Jerry Maguire,1996-12-13,en,Comedy-Drama-Romance,50000000.0,273552592.0,138.0,1996
4766,Into the Storm,2014-08-06,en,Action-Thriller,50000000.0,160602194.0,89.0,2014
4767,"20,000 Leagues Under the Sea",1954-12-23,en,Adventure-Drama-Family-Science Fiction,5000000.0,28200000.0,127.0,1954
4769,The Big Short,2015-12-11,en,Comedy-Drama,28000000.0,133346506.0,131.0,2015
4773,The Guns of Navarone,1961-04-27,en,War-Action-Adventure,6000000.0,28900000.0,158.0,1961
4774,Return to Oz,1985-06-21,en,Adventure-Family-Fantasy,25000000.0,11137801.0,109.0,1985
4776,Sabotage,2014-03-28,en,Action-Drama-Thriller-Crime,35000000.0,22126842.0,110.0,2014
4777,Silverado,1985-07-10,en,Western,23000000.0,32192570.0,133.0,1985
4781,Contact,1997-07-11,en,Drama-Science Fiction-Mystery,90000000.0,171120329.0,150.0,1997
4782,I Know What You Did Last Summer,1997-10-17,en,Horror-Thriller-Mystery,17000000.0,125586134.0,101.0,1997
4785,Ma,2019-05-29,en,Horror-Thriller,5000000.0,51749995.0,99.0,2019
4788,Mars Attacks!,1996-12-12,en,Comedy-Fantasy-Science Fiction,70000000.0,101371017.0,106.0,1996
4789,Living,2022-11-04,en,Drama,10000000.0,6999027.0,102.0,2022
4792,The Hitchhiker's Guide to the Galaxy,2005-04-28,en,Adventure-Comedy-Science Fiction,50000000.0,104478416.0,109.0,2005
4793,Gretel & Hansel,2020-01-30,en,Fantasy-Horror-Mystery,5000000.0,22304357.0,87.0,2020
4794,Wolfwalkers,2020-10-26,en,Animation-Family-Adventure-Fantasy,12000000.0,1266570.0,103.0,2020
4795,Friday the 13th Part III,1982-08-13,en,Horror,4000000.0,36690067.0,95.0,1982
4796,Luther,2003-10-29,en,Drama-History,30000000.0,29413900.0,123.0,2003
4797,Halloween,2007-08-31,en,Horror,15000000.0,80460948.0,110.0,2007
4799,The Basketball Diaries,1995-04-21,en,Drama-Crime,2000000.0,2381087.0,102.0,1995
4800,Risen,2016-02-18,en,Action-History-Adventure-Drama,20000000.0,46069568.0,107.0,2016
4802,Superman III,1983-06-17,en,Comedy-Science Fiction-Action-Adventure,39000000.0,75850624.0,125.0,1983
4803,White Palace,1990-10-19,en,Drama-Romance,0.0,17487531.0,103.0,1990
4804,The Princess Bride,1987-09-25,en,Adventure-Family-Fantasy-Comedy-Romance,16000000.0,30861665.0,99.0,1987
4806,The Wild Bunch,1969-06-17,en,Adventure-Western,6244087.0,638641.0,145.0,1969
4807,The Strangers,2008-05-29,en,Horror-Mystery-Thriller,9000000.0,82391145.0,86.0,2008
4809,The Man from U.N.C.L.E.,2015-08-13,en,Comedy-Action-Adventure,75000000.0,108145109.0,116.0,2015
4811,Any Given Sunday,1999-12-22,en,Drama,55000000.0,100230832.0,162.0,1999
4812,Nerve,2016-06-27,en,Mystery-Adventure-Crime,19000000.0,85241496.0,96.0,2016
4813,The Girl on the Train,2016-10-05,en,Thriller-Mystery-Drama-Crime,45000000.0,173185859.0,112.0,2016
4821,Good Boys,2019-08-14,en,Comedy,20000000.0,111037232.0,89.0,2019
4823,Sister Act,1992-05-28,en,Music-Comedy,31000000.0,231605150.0,100.0,1992
4827,The Wolf of Snow Hollow,2020-10-23,en,Horror-Thriller,2000000.0,239828.0,84.0,2020
4830,The Bad Batch,2017-06-23,en,Drama-Horror-Science Fiction,6000000.0,180851.0,119.0,2017
4832,Jason X,2001-11-09,en,Horror-Science Fiction,11000000.0,16951798.0,91.0,2001
4833,GoldenEye,1995-11-16,en,Adventure-Action-Thriller,58000000.0,352194034.0,130.0,1995
4839,DOA: Dead or Alive,2006-09-07,en,Adventure-Action-Thriller,21000000.0,7600000.0,87.0,2006
4841,Charlotte's Web,2006-12-07,en,Comedy-Family-Fantasy,85000000.0,144000000.0,97.0,2006
4842,Siberia,2018-07-13,en,Crime-Romance-Thriller,2000000.0,2006704.0,105.0,2018
4843,The Bourne Ultimatum,2007-08-03,en,Action-Drama-Mystery-Thriller,70000000.0,442824138.0,115.0,2007
4844,She's All That,1999-01-29,en,Comedy-Romance,10000000.0,103166989.0,95.0,1999
4845,Faster,2010-11-23,en,Crime-Drama-Action-Thriller,24000000.0,23081726.0,98.0,2010
4848,The Italian Job,2003-05-30,en,Action-Crime,60000000.0,176070171.0,110.0,2003
4849,Man of Tai Chi,2013-07-04,en,Action-Drama,25000000.0,2054941.0,105.0,2013
4854,Pi,1998-07-10,en,Mystery-Drama-Thriller,60000.0,3221152.0,84.0,1998
4855,Stolen,2012-09-06,en,Action-Crime-Thriller,35000000.0,2106557.0,96.0,2012
4857,Under Siege 2: Dark Territory,1995-07-13,en,Action-Thriller,60000000.0,104324083.0,100.0,1995
4858,Popstar: Never Stop Never Stopping,2016-06-03,en,Comedy-Music,20000000.0,9496130.0,86.0,2016
4860,UglyDolls,2019-05-01,en,Family-Animation-Music,45000000.0,32450241.0,87.0,2019
4865,Courageous,2011-09-30,en,Drama,1000000.0,34522221.0,129.0,2011
4868,Frankenstein,1931-11-21,en,Drama-Horror-Science Fiction,291000.0,12000000.0,71.0,1931
4869,The Whole Nine Yards,2000-02-18,en,Comedy-Crime,41300000.0,106371651.0,98.0,2000
4871,Bring It On,2000-08-25,en,Comedy,28000000.0,90449929.0,98.0,2000
4878,Stan Helsing,2009-10-27,en,Comedy,365000.0,1400000.0,90.0,2009
4879,Slither,2006-03-31,en,Horror-Science Fiction-Comedy,15000000.0,12834936.0,95.0,2006
4881,The Great Muppet Caper,1981-06-26,en,Family-Crime-Comedy-Mystery-Music,14000000.0,31200000.0,98.0,1981
4882,Hot Fuzz,2007-02-14,en,Crime-Action-Comedy,12000000.0,80573774.0,121.0,2007
4885,Hollow Man,2000-08-04,en,Action-Science Fiction-Thriller,95000000.0,190213455.0,112.0,2000
4889,The Animal,2001-06-01,en,Comedy,22000000.0,84772742.0,84.0,2001
4891,3 from Hell,2019-09-16,en,Horror-Crime-Action,3000000.0,2295825.0,115.0,2019
4893,Jackie,2016-12-02,en,Drama,9000000.0,13960394.0,100.0,2016
4894,Unstoppable,2010-11-04,en,Action-Thriller,100000000.0,167805466.0,98.0,2010
4896,Queen of the Desert,2015-09-03,en,Drama-Adventure-History,15000000.0,1592853.0,128.0,2015
4898,Master and Commander: The Far Side of the World,2003-11-14,en,Adventure-Drama-War,150000000.0,212011111.0,138.0,2003
4899,The Sorcerer's Apprentice,2010-07-13,en,Fantasy-Adventure-Action,150000000.0,215283742.0,109.0,2010
4901,Enter the Void,2009-06-17,en,Fantasy-Drama,13000000.0,754249.0,161.0,2009
4903,Adventures in Babysitting,1987-07-01,en,Comedy,7000000.0,34368475.0,102.0,1987
4904,Carol,2015-11-20,en,Romance-Drama,11800000.0,40272135.0,118.0,2015
4910,Yu-Gi-Oh! The Movie,2004-08-13,en,Animation-Fantasy-Action-Science Fiction,20000000.0,29170410.0,90.0,2004
4916,The Illusionist,2006-08-18,en,Fantasy-Drama-Thriller-Romance,16500000.0,87892388.0,110.0,2006
4918,Shaft,2019-06-14,en,Action-Crime,30000000.0,21360215.0,111.0,2019
4922,Cake,2014-09-07,en,Drama,7000000.0,2360281.0,102.0,2014
4924,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,en,Horror-Thriller,5000000.0,14000000.0,100.0,1989
4929,Get Smart,2008-06-19,en,Action-Comedy-Thriller,80000000.0,230685453.0,110.0,2008
4930,Miss Congeniality 2: Armed and Fabulous,2005-03-11,en,Action-Comedy,0.0,101393569.0,115.0,2005
4933,Match Point,2005-10-26,en,Drama-Thriller-Crime-Romance,15000000.0,85306374.0,124.0,2005
4936,Hereafter,2010-10-22,en,Drama-Fantasy,50000000.0,106956330.0,129.0,2010
4937,Mary Poppins Returns,2018-12-13,en,Fantasy-Family-Comedy,130000000.0,348807090.0,131.0,2018
4938,The Blob,1988-08-05,en,Horror-Science Fiction,19000000.0,8247943.0,95.0,1988
4939,Planet 51,2009-11-19,en,Animation-Family-Comedy-Science Fiction-Adventure,70000000.0,104945765.0,91.0,2009
4943,So Undercover,2012-12-06,en,Action-Comedy,15000000.0,2500000.0,94.0,2012
4948,Justice League: The New Frontier,2008-02-26,en,Action-Adventure-Animation-Science Fiction-Family,3500000.0,5231128.0,75.0,2008
4951,The Empty Man,2020-10-22,en,Horror-Mystery-Thriller,16000000.0,4796993.0,137.0,2020
4954,The Secret of NIMH,1982-06-17,en,Family-Animation-Fantasy-Adventure,7000000.0,14665733.0,82.0,1982
4955,Burlesque,2010-11-23,en,Drama-Romance,55000000.0,89519773.0,119.0,2010
4957,Punisher: War Zone,2008-12-05,en,Action-Crime,20500000.0,10089373.0,102.0,2008
4959,Hoodwinked!,2005-12-16,en,Animation-Comedy-Family-Crime,15000000.0,51053787.0,82.0,2005
4961,Resident Evil,2002-03-15,en,Horror-Action-Science Fiction,33000000.0,103000000.0,100.0,2002
4963,Swiss Army Man,2016-06-24,en,Comedy-Drama-Romance-Fantasy-Adventure,3000000.0,5800000.0,97.0,2016
4965,American Traitor: The Trial of Axis Sally,2021-05-28,en,History-Drama,0.0,2011012.0,107.0,2021
4968,Atonement,2007-09-07,en,Drama-Romance,30000000.0,131016624.0,123.0,2007
4969,Mickey's Christmas Carol,1983-10-19,en,Family-Animation,3000000.0,21000000.0,25.0,1983
4970,Seven Years in Tibet,1997-09-12,en,Adventure-Drama-History,70000000.0,131457682.0,136.0,1997
4972,Broken Flowers,2005-07-31,en,Comedy-Drama-Mystery-Romance,10000000.0,46720491.0,106.0,2005
4974,Next Goal Wins,2023-11-16,en,Comedy-Drama,14000000.0,5700000.0,104.0,2023
4982,The Man with the Iron Heart,2017-05-25,en,War-Action-History-Thriller,32679734.0,4412639.0,120.0,2017
